,Name,Artist,year_in_which_song_repeated,Genre,song_repeated_in_one_year_count,total_years_song_repeated
2596,hey ya!,outkast,2004,"Alternative,Alternative Rock,Hip-Hop,Dirty South,Psychedelic,Soul Pop,R&;B,Alternative Pop,Pop,Electronic,Soul,Rap",20,2
2597,ocean avenue,yellowcard,2004,"Pop-Punk,Rock",20,1
2598,my place,nelly,2004,"Pop,Soul Pop,Soul,Hip-Hop,R&;B,Rap",20,1
2599,i go back,kenny chesney,2004,"Country,Rock",20,1
2600,i hate everything,george strait,2004,"Country,Rock",20,1
2601,mayberry,rascal flatts,2004,Country,20,1
2602,i miss you,blink,2004,"Emo,Acoustic,Adult Alternative,Alternative Rock,Ballad,Pop-Punk,Rock",20,1
2603,love's divine,seal,2004,Rock,20,1
2604,8th world wonder,kimberley locke,2004,Pop,20,1
2605,if you ever stop loving me,montgomery gentry,2004,Pop,20,1
2606,live like you were dying,tim mcgraw,2004,"Country,Rock",20,2
2607,just like you,three days grace,2004,Rock,20,1
2608,letters from home,john michael montgomery,2004,Country,20,1
2609,rubber band man,t.i.,2004,Rap,20,1
2610,let's be us again,lonestar,2004,Country,20,1
2611,cold hard bitch,jet,2004,"Alternative Rock,Hard Rock,Rock",20,1
2612,don't tell me,avril lavigne,2004,"Pop,Alternative Rock,Post-Grunge,Canada,Rock",20,1
2613,breaking the habit,linkin park,2004,"Alternative Rock,Rock",20,1
2614,u should've known better,monica,2004,"Soul,R&;B,Pop",20,1
2615,sweet southern comfort,buddy jewell,2004,Country,20,1
2616,culo,pitbull,2004,"Reggaeton,Dancehall,Rap",20,1
2617,still in love,teena marie,2004,Pop,20,1
2618,don't take your love away,avant,2004,R&;B,20,1
2619,toxic,britney spears,2004,"House,Dance,Pop",20,1
2620,american idiot,green day,2004,"West Coast,Pop-Punk,Pop-Rock,Alternative Rock,Punk Rock,Rock",20,1
2621,days go by,keith urban,2004,Country,19,1
2622,happy people,r. kelly,2004,"Soul,Soul Pop,Pop,R&;B",19,1
2623,suds in the bucket,sara evans,2004,Country,19,1
2624,whiskey girl,toby keith,2004,"Country,Rock",19,1
2625,headsprung,ll cool j,2004,Rap,19,1
2626,take me out,franz ferdinand,2004,"Post-Punk Revival,Rock,UK,Indie Rock",19,1
2627,megalomaniac,incubus,2004,"Alternative Metal,Alternative Rock,Rock",19,2
2628,figured you out,nickelback,2004,"Alternative Rock,Rock",19,1
2629,got it twisted,mobb deep,2004,"East Coast,Rap",19,1
2630,southside,lloyd,2004,"R&;B,Rap",19,1
2631,sorry 2004,ruben studdard,2004,"Soul,R&;B,Rap",19,2
2632,breakaway,kelly clarkson,2004,"Screen,Pop-Rock,Soundtrack,Pop,Rock",19,2
2633,perfect,sara evans,2004,Country,19,1
2634,broken,seether,2004,Rock,18,2
2635,charlene,anthony hamilton,2004,"Ballad,Neo Soul,Soul,R&;B",18,2
2636,lying from you,linkin park,2004,"Alternative Rock,Rap,Nu-Metal,Rock",18,1
2637,let's get away,t.i.,2004,Rap,18,1
2638,salt shaker,ying yang twins,2004,"Hardcore Hip-Hop,Dirty South,Crunk,Rap",18,2
2639,on fire,lloyd banks,2004,Rap,18,1
2640,splash waterfalls,ludacris,2004,Rap,18,2
2641,whiskey lullaby,brad paisley,2004,Country,18,1
2642,in a real love,phil vassar,2004,Pop,18,2
2643,oye mi canto,n.o.r.e.,2004,"Puerto Rico,Hip-Hop,Latin Urban,Reggaeton,En Espa\xc3\xb1ol,Rap",18,2
2644,american soldier,toby keith,2004,"Country,Rock",18,2
2645,you raise me up,josh groban,2004,"Adult Contemporary,Easy Listening,Gospel,Cover,Pop,Ballad",17,1
2646,just for you,lionel richie,2004,Rock,17,1
2647,little moments,brad paisley,2004,"Country,Rock",17,2
2648,1985,bowling for soup,2004,"Pop-Punk,Rock",17,2
2649,i am the highway,audioslave,2004,"Post-Grunge,Alternative Rock,Rock",17,1
2650,everytime,britney spears,2004,"Piano,Ballad,Pop",17,1
2651,somebody,reba mcentire,2004,Country,17,1
2652,somebody told me,the killers,2004,"Post-Punk Revival,New Wave,Rock",17,2
2653,selfish,slum village,2004,Rap,17,1
2654,here for the party,gretchen wilson,2004,Country,17,1
2655,dangerously in love,beyonce,2004,"R&;B,Pop",16,2
2656,feelin' way too damn good,nickelback,2004,Rock,16,1
2657,remember when,alan jackson,2004,Country,16,2
2658,paint me a birmingham,tracy lawrence,2004,Country,16,1
2659,in my life,juvenile,2004,Rap,16,2
2660,in my daughter's eyes,martina mcbride,2004,Country,16,1
2661,she thinks she needs me,andy griggs,2004,Country,16,1
2662,watch the wind blow by,tim mcgraw,2004,"Country,Rock",16,2
2663,nothing on but the radio,gary allan,2004,Pop,16,2
2664,i wanna do it all,terri clark,2004,Country,16,2
2665,u saved me,r. kelly,2004,"Gospel,Soul,Soul Pop,Pop,R&;B",16,1
2666,take my breath away,jessica simpson,2004,"Cover,Pop",16,1
2667,breathe,fabolous,2004,Rap,16,2
2668,away from the sun,3 doors down,2004,Rock,15,1
2669,stays in mexico,toby keith,2004,Country,15,1
2670,hush,ll cool j,2004,Rap,15,2
2671,mr. mom,lonestar,2004,Country,15,2
2672,when i look to the sky,train,2004,Rock,14,1
2673,"me, myself and i",beyonce,2004,"R&;B,Pop",14,2
2674,long black train,josh turner,2004,"Country,Rock",14,2
2675,i want to live,josh gracin,2004,Country,14,1
2676,hot mama,trace adkins,2004,Country,14,1
2677,falls on me,fuel,2004,Pop,14,1
2678,desperately,george strait,2004,"Country,Rock",14,1
2679,dare you to move,switchfoot,2004,"Christian Rock,Christian,Alternative,Alternative Rock,Rock",14,2
2680,drop it like it's hot,snoop dogg,2004,"West Coast,Memes,Producer,Rap",14,2
2681,if nobody believed in you,joe nichols,2004,Country,14,1
2682,i love you this much,jimmy wayne,2004,Pop,14,1
2683,used to love u,john legend,2004,"Neo Soul,Soul,Soul Pop,Producer,R&;B",13,1
2684,balla baby,chingy,2004,Rap,13,2
2685,suga suga,baby bash,2004,"R&;B,Rap",13,2
2686,come clean,hilary duff,2004,"Pop-Rock,Pop",13,1
2687,maps,yeah yeah yeahs,2004,"Punk Rock,Indie Rock,Rock",13,1
2688,no better love,young gunz,2004,Rap,13,1
2689,gangsta nation,westside connection,2004,"West Coast,Gangsta Rap,Rap",13,2
2690,invisible,clay aiken,2004,Pop,13,2
2691,just lose it,eminem,2004,"Hip-Hop,Beef,Memes,Rap",13,2
2692,vertigo,u2,2004,"Ireland,Rock",13,2
2693,too much of a good thing,alan jackson,2004,Country,13,1
2694,whoknows,musiq,2004,"Soul,Soul Pop,Neo Soul,R&;B",13,1
2695,feels like today,rascal flatts,2004,Country,13,1
2696,alone,lasgo,2004,Pop,12,2
2697,break down here,julie roberts,2004,Pop,12,1
2698,wonderful,ja rule,2004,Rap,12,2
2699,unwell,matchbox twenty,2004,"Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Rock",12,2
2700,you don't know my name,alicia keys,2004,"R&;B,Rap",12,2
2701,read your mind,avant,2004,R&;B,12,2
2702,what you waiting for?,gwen stefani,2004,"Funk,Alternative Dance,New Wave,Electro-Pop,Pop-Rock,Pop",12,2
2703,shorty wanna ride,young buck,2004,Rap,12,2
2704,the woman with you,kenny chesney,2004,"Country,Rock",12,2
2705,still frame,trapt,2004,Pop,12,2
2706,let me in,young buck,2004,Rap,11,1
2707,let me love you,mario,2004,"Pop,R&;B",11,2
2708,flap your wings,nelly,2004,"Hip-Hop,Rap",11,1
2709,over and over,nelly,2004,"Adult Contemporary,Pop Country,Country Rap,Hip-Hop,Pop,Country,Neo Soul,R&;B,Rap",11,2
2710,there goes my life,kenny chesney,2004,"Country,Rock",11,2
2711,i don't want to be,gavin degraw,2004,"Pop,Pop-Rock,Rock",11,2
2712,back when,tim mcgraw,2004,"Country,Rock",11,2
2713,real big,mannie fresh,2004,Rap,11,2
2714,behind blue eyes,limp bizkit,2004,"Cover,Rock",11,1
2715,how am i doin',dierks bentley,2004,"Country,Rock",11,2
2716,the voice within,christina aguilera,2004,"Ballad,Pop",10,2
2717,freaks,play,2004,Rap,10,1
2718,i want you,janet jackson,2004,"R&;B,Pop",10,1
2719,stand up,ludacris,2004,Rap,10,2
2720,drinkin' bone,tracy byrd,2004,Country,10,2
2721,some beach,blake shelton,2004,"Country,Rock",10,2
2722,getting away with murder,papa roach,2004,"Alternative Rock,Rock",10,2
2723,songs about rain,gary allan,2004,Country,10,1
2724,i believe,fantasia,2004,R&;B,10,1
2725,hell yeah,montgomery gentry,2004,Pop,10,2
2726,fallen,sarah mclachlan,2004,Pop,10,2
2727,walked outta heaven,jagged edge,2004,"Soul,R&;B",9,2
2728,everything,alanis morissette,2004,"Alternative Rock,Rock",9,1
2729,breathe,michelle branch,2004,Pop,9,2
2730,away from me,puddle of mudd,2004,"Grunge,Rock",9,2
2731,daughters,john mayer,2004,"Adult Alternative,Blues,Pop,Ballad,Singer-Songwriter,Pop-Rock,Adult Contemporary,Blues Rock,Acoustic,Rock",9,2
2732,last one standing,emerson drive,2004,Country,8,1
2733,passenger seat,shedaisy,2004,Pop,8,1
2734,forthenight,musiq,2004,"Soul,Neo Soul,Soul Pop,R&;B",8,2
2735,welcome to my life,simple plan,2004,Rock,8,2
2736,gasolina,daddy yankee,2004,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",8,2
2737,i can only imagine,mercyme,2004,"Worship,Rock,Christian",8,2
2738,how far,martina mcbride,2004,Country,8,1
2739,step in the name of love,r. kelly,2004,"Remix,R&;B,Soul,Soul Pop,Pop",7,2
2740,gangsta girl,big tymers,2004,Rap,7,2
2741,u make me wanna,jadakiss,2004,Rap,7,2
2742,new york,ja rule,2004,"Hardcore Hip-Hop,Beef,Gangsta Rap,East Coast,Hip-Hop,Rap",7,2
2743,shadow,ashlee simpson,2004,"Pop,Pop-Rock",7,1
2744,get back,ludacris,2004,Rap,7,2
2745,karma,lloyd banks,2004,"R&;B,Rap",7,2
2746,new day,patti labelle,2004,"Dance,Soul Pop,Soul,R&;B,Pop",7,1
2747,bright lights,matchbox twenty,2004,"Rock,Alternative Rock,Pop-Rock",6,2
2748,i changed my mind,keyshia cole,2004,"R&;B,Rap",6,2
2749,love you more,ginuwine,2004,R&;B,6,2
2750,just a little while,janet jackson,2004,"Funk Rock,R&;B,Rock,Pop",6,1
2751,fallen,mya,2004,"R&;B,Pop",6,2
2752,karma,alicia keys,2004,"Neo Soul,R&;B",6,2
2753,how we do,the game,2004,"West Coast,Rap",6,2
2754,you're the one,guerilla black,2004,Pop,6,2
2755,not today,mary j. blige,2004,Pop,6,2
2756,bring em out,t.i.,2004,Rap,6,2
2757,headstrong,trapt,2004,"Nu-Metal,Alternative Rock,Rock",6,2
2758,where are we runnin'?,lenny kravitz,2004,Rock,6,1
2759,give a little bit,goo goo dolls,2004,Rock,6,2
2760,white houses,vanessa carlton,2004,Pop,6,1
2761,last train home,lostprophets,2004,Rock,6,1
2762,this way,dilated peoples,2004,Rap,5,1
2763,the outsider,a perfect circle,2004,"Alternative Metal,Alternative,Alternative Rock,Rock",5,1
2764,simple life,carolyn dawn johnson,2004,Pop,5,1
2765,monday morning church,alan jackson,2004,Country,5,2
2766,cowboys like us,george strait,2004,"Country,Rock",5,2
2767,you're my better half,keith urban,2004,Country,5,2
2768,mud on the tires,brad paisley,2004,Country,5,2
2769,holidae in,chingy,2004,Rap,5,2
2770,hold on,good charlotte,2004,Rock,5,1
2771,work it,nelly,2004,"Pop,R&;B,Rap",5,1
2772,dreams,diana degarmo,2004,Pop,5,1
2773,so far away,staind,2004,"Hard Rock,Alternative Rock,Rock",5,2
2774,pop that booty,marques houston,2004,"R&;B,Rap",5,2
2775,beautiful soul,jesse mccartney,2004,Pop,4,2
2776,you're the only one,maria mena,2004,Pop,4,1
2777,when i think about cheatin',gretchen wilson,2004,Pop,4,2
2778,come home soon,shedaisy,2004,Pop,4,2
2779,stacy's mom,fountains of wayne,2004,"Alternative Rock,Pop-Punk,Punk Rock,Rock",4,2
2780,disco inferno,50 cent,2004,Rap,4,2
2781,lady,lenny kravitz,2004,"Funk Rock,Hard Rock,Producer,Adult Alternative,Soul,Alternative Rock,Rock",4,2
2782,why can't i?,liz phair,2004,"Pop-Rock,Pop,Rock",4,2
2783,outrageous,britney spears,2004,"R&;B,Pop",4,1
2784,nobody's home,avril lavigne,2004,"Pop,Pop-Rock,Canada,Rock",4,2
2785,westside story,the game,2004,Rap,4,1
2786,knock knock,monica,2004,"R&;B,Rap",3,2
2787,weak and powerless,a perfect circle,2004,"Alternative Rock,Rock",3,2
2788,true,ryan cabrera,2004,Pop,3,2
2789,he gets that from me,reba mcentire,2004,Country,3,2
2790,pass that dutch,missy elliott,2004,Rap,3,2
2791,slow,kylie minogue,2004,"Synth-Pop,Electro-Pop,Electronic,Pop",3,1
2792,diamond in the back,ludacris,2004,Rap,3,1
2793,since u been gone,kelly clarkson,2004,"Pop-Rock,Pop,Rock",3,2
2794,bless the broken road,rascal flatts,2004,"Soundtrack,Country,Rock",3,2
2795,pull up,mr. vegas,2004,"Jamaica,Dancehall,Pop",2,1
2796,what's it like,jagged edge,2004,R&;B,2,1
2797,harder to breathe,maroon 5,2004,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",2,2
2798,hole in the head,sugababes,2004,Pop,2,1
2799,i love this bar,toby keith,2004,"Country,Rock",2,2
2800,rich girl,gwen stefani,2004,"Reggae,Pop,Rap",2,2
2801,thugs get lonely too,2pac,2004,"Remix,Gangsta Rap,West Coast,Rap",1,2
2802,storm,lenny kravitz,2004,"Hip-Hop,Neo Soul,Soul,R&;B,Rap,Rock",1,1
2803,whatever u want,christina milian,2004,"Rap,R&;B,Pop",1,1
2804,wave on wave,pat green,2004,Country,1,2
2805,rain on me,ashanti,2004,"Pop,Soul,R&;B",1,2
2806,bigger than my body,john mayer,2004,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",1,2
2807,a rose by any other name,teena marie,2004,R&;B,1,2
2808,mockingbird,eminem,2004,"Hip-Hop,Conscious Hip-Hop,Piano,Fairy Tale / Nursery Rhyme,Lullaby,Rap",1,2
2809,needed me,rihanna,2016,"Pop,R&;B",45,1
2810,cheap thrills,sia,2016,"Jamaica,Remix,Australia,Rap,Synth-Pop,Pop",44,2
2811,stressed out,twenty one pilots,2016,"Pop-Rock,Piano,Rap Rock,Adult Alternative,Alternative Pop,Alternative,Alternative Rock,Rap,Pop",40,2
2812,ride,twenty one pilots,2016,"Soundtrack,Adult Alternative,Alternative Pop,Indie Rock,Alternative Rock,Indie Pop,Electro-Pop,Reggae,Pop",39,1
2813,i took a pill in ibiza,mike posner,2016,"Singer-Songwriter,Adult Alternative,Pop-Rock,Acoustic,Pop",37,1
2814,love yourself,justin bieber,2016,"UK,Canada,Pop",37,2
2815,work,rihanna,2016,"Producer,Ragga,Memes,R&;B,Dancehall,Canada,Pop",36,1
2816,one dance,drake,2016,"Nigeria,Afrobeats,Pop,Rap,R&;B,Dancehall,Canada",36,1
2817,sorry,justin bieber,2016,"Canada,Tropical House,Electro-Pop,Electronic,Pop",35,2
2818,my house,flo rida,2016,"Pop,Rap",34,2
2819,too good,drake,2016,"Dancehall,Canada,Rap",29,1
2820,oui,jeremih,2016,R&;B,27,1
2821,really really,kevin gates,2016,Rap,26,1
2822,controlla,drake,2016,"Jamaica,Ragga,Dancehall,Canada,Rap",26,1
2823,2 phones,kevin gates,2016,"Memes,Trap,Rap",25,1
2824,back to sleep,chris brown,2016,"Pop,Rap,Remix,R&;B",20,1
2825,light it up,major lazer,2016,"Pop,Electro,Dance,Dancehall,Electronic",20,1
2826,the sound of silence,disturbed,2016,"Folk Rock,Nu-Metal,Metal,Hard Rock,Alternative Rock,Cover,Ballad,Rock",20,1
2827,that part,schoolboy q,2016,"Trap,Memes,West Coast,Rap",20,1
2828,setting the world on fire,kenny chesney,2016,Country,20,1
2829,different for girls,dierks bentley,2016,Country,20,1
2830,somewhere on a beach,dierks bentley,2016,Country,20,1
2831,humble and kind,tim mcgraw,2016,Country,20,1
2832,sorry,beyonce,2016,"R&;B,Pop",20,1
2833,down in the dm,yo gotti,2016,Rap,19,2
2834,vice,miranda lambert,2016,Country,19,1
2835,hello,adele,2016,"Adult Alternative,Adult Contemporary,Ballad,Piano,Soul,Memes,UK,Pop",19,2
2836,came here to forget,blake shelton,2016,Country,19,1
2837,why you always hatin?,yg,2016,"Canada,West Coast,Rap",18,1
2838,hotline bling,drake,2016,"Hip-Hop,Rap,Producer,Pop,R&;B,Memes,Canada",17,2
2839,it don't hurt like it used to,billy currington,2016,Country,17,1
2840,church bells,carrie underwood,2016,"Pop,Country",17,1
2841,when we were young,adele,2016,"Piano,Ballad,Soul,UK,Pop",17,2
2842,american country love song,jake owen,2016,Country,17,1
2843,wasted time,keith urban,2016,Country,17,1
2844,beautiful drug,zac brown band,2016,Country,17,2
2845,stand by you,rachel platten,2016,Pop,16,2
2846,home alone tonight,luke bryan,2016,Country,16,2
2847,i like the sound of that,rascal flatts,2016,Country,16,1
2848,what do you mean?,justin bieber,2016,"Canada,Tropical House,Electro-Pop,Electronic,Pop",16,2
2849,my pyt,wale,2016,"R&;B,Rap",15,1
2850,the greatest,sia,2016,"Australia,LGBTQ+,Rap,Pop",15,2
2851,backroad song,granger smith,2016,Country,15,2
2852,piece by piece,kelly clarkson,2016,"Electro-Pop,Orchestral,Pop",15,1
2853,noise,kenny chesney,2016,Country,14,1
2854,blue ain't your color,keith urban,2016,Country,14,2
2855,heartbeat,carrie underwood,2016,Country,14,1
2856,move,luke bryan,2016,Country,14,1
2857,wishing,dj drama,2016,"West Coast,R&;B,Rap",14,1
2858,hold up,beyonce,2016,"Pop,R&;B",14,1
2859,we went,randy houser,2016,Country,12,2
2860,get ugly,jason derulo,2016,"Pop,R&;B",12,1
2861,wherever i go,onerepublic,2016,"Pop-Rock,Pop,Rock",12,1
2862,kiss it better,rihanna,2016,"Synth Rock,Pop,R&;B",12,1
2863,she's got a way with words,blake shelton,2016,Country,12,1
2864,handclap,fitz and the tantrums,2016,"Adult Alternative,Alternative Dance,Electro-Pop,Indie Pop,Neo Soul,Alternative Pop,Alternative,Pop",12,2
2865,wildest dreams,taylor swift,2016,"Dream-Pop,Pop",11,3
2866,fresh eyes,andy grammer,2016,Pop,11,2
2867,watch out,2 chainz,2016,Rap,11,1
2868,that don't sound like you,lee brice,2016,Country,11,1
2869,24k magic,bruno mars,2016,"Funk-Pop,Funk,Pop",10,2
2870,still here,drake,2016,"Canada,Rap",10,1
2871,on my mind,ellie goulding,2016,"Gaming,Soundtrack,Pop",10,2
2872,don't wanna know,maroon 5,2016,"Rap,Pop",10,2
2873,hype,drake,2016,"Trap,Canada,Rap",10,1
2874,irresistible,fall out boy,2016,"Pop-Punk,Punk Rock,Alternative Rock,Pop-Rock,Pop,Rock",10,2
2875,confident,demi lovato,2016,"Pop-Rock,Marvel,Pop",10,2
2876,something in the way you move,ellie goulding,2016,Pop,10,1
2877,love on the brain,rihanna,2016,"Doo-Wop,Pop,R&;B",9,2
2878,dirty laundry,carrie underwood,2016,Country,9,2
2879,how i'll always be,tim mcgraw,2016,Country,9,2
2880,grammys,drake,2016,"Trap,Canada,Rap",9,1
2881,no role modelz,j. cole,2016,"Producer,Rap",8,3
2882,love me now,john legend,2016,"Soundtrack,Gaming,R&;B",8,2
2883,messin' around,pitbull,2016,"Trap,Rap",8,1
2884,fake love,drake,2016,"Trap,R&;B,Canada,Rap",8,2
2885,sex with me,rihanna,2016,"Pop,R&;B",8,2
2886,out of the woods,taylor swift,2016,"Electro-Pop,Synth-Pop,Pop",8,2
2887,play no games,big sean,2016,"R&;B,Rap",8,2
2888,you look like i need a drink,justin moore,2016,Country,8,1
2889,company,justin bieber,2016,"Electronic,Dance-Pop,Dance,Canada,Pop",8,2
2890,new romantics,taylor swift,2016,"New Wave,Synth-Pop,Pop",7,2
2891,with you,drake,2016,"Canada,Rap",7,1
2892,better man,little big town,2016,Country,7,2
2893,formation,beyonce,2016,"R&;B,Pop",7,1
2894,i'll show you,justin bieber,2016,"Canada,Electro-Pop,Electronic,Pop",6,2
2895,perfect illusion,lady gaga,2016,Pop,6,1
2896,bounce back,big sean,2016,"Trap,Rap",6,2
2897,million reasons,lady gaga,2016,"Pop Country,Pop",6,2
2898,feel no ways,drake,2016,"Hip-Hop,Canada,Rap",6,1
2899,used to love you,gwen stefani,2016,Pop,5,2
2900,night's on fire,david nail,2016,Country,5,1
2901,gonna,blake shelton,2016,"Country,Pop",5,2
2902,walking on a dream,empire of the sun,2016,"Adult Alternative,Soundtrack,Pop,Dance-Pop,Alternative Rock,Alternative Pop,Alternative Dance,Psychedelic Rock,Synth Rock,Synth-Pop,New Wave,Pop-Rock,Indie Rock,Indie Pop,Rock",5,1
2903,water under the bridge,adele,2016,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",5,3
2904,make me like you,gwen stefani,2016,Pop,5,1
2905,all i want for christmas is you,mariah carey,2016,"East Coast,Christmas,R&;B,Pop",5,9
2906,a guy with a girl,blake shelton,2016,Country,5,2
2907,9,drake,2016,"Canada,Rap",5,1
2908,brand new,ben rector,2016,Pop,5,1
2909,victorious,panic! at the disco,2016,"Rock,Synth-Pop,Power Pop,Pop-Rock,Pop",4,1
2910,fire & desire,drake,2016,"Canada,Rap",4,1
2911,u with me?,drake,2016,"Canada,Rap",4,1
2912,grass ain't greener,chris brown,2016,"Trap,Alternative R&;B,Rap,R&;B",4,1
2913,top of the world,tim mcgraw,2016,Country,4,2
2914,rockin' around the christmas tree,brenda lee,2016,"Christmas,Rock",4,6
2915,redemption,drake,2016,"Canada,Rap",3,1
2916,the feeling,justin bieber,2016,"Canada,Pop",3,2
2917,smoke break,carrie underwood,2016,Country,3,2
2918,redbone,childish gambino,2016,"Alternative R&;B,Neo Soul,Memes,Neo-Psychedelia,Soul,R&;B",3,2
2919,play that song,train,2016,Pop,3,2
2920,jingle bell rock,bobby helms,2016,"Pop,Rockabilly,Christmas,Rock",3,4
2921,bored to death,blink,2016,"Pop-Rock,Pop,Punk Rock,Pop-Punk,Rock",2,1
2922,daddy lessons,beyonce,2016,"Country,Bluegrass",2,1
2923,weston road flows,drake,2016,"Canada,Rap",2,1
2924,castaway,zac brown band,2016,Country,2,1
2925,all night,beyonce,2016,"Pop,R&;B",2,1
2926,country nation,brad paisley,2016,"Country,Pop",2,1
2927,cranes in the sky,solange,2016,R&;B,2,1
2928,zero,chris brown,2016,"Funk,Disco,R&;B",2,1
